date,source,sentence,topic,people (keyword count in url),crops (keyword count in url),homes (keyword count in url),money (keyword count in url),importance (keyword count in url),location
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,   rs 30 crore – for construction of field channels of kotla branch part-ii (project cost is rs 950 crore to be completed in 3 years from 2015-18),lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,punbus is purchasing 1800 electronic machines at a cost of rs 3.25 crores for installing gps devices in 300 buses to curb leakage of revenue,lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,"in another major initiative, the government has launched the 104 medical helpline to provide 24x7 medical advice, grievances redressal, and counselling services",lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,chief minister cancer relief fund provides assistance of rs 1.5 lakh for cashless treatment of cancer in various governments and empanelled private hospitals,lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,·         rs 39 crore - for providing emergency response services (108-ambulance services) medical helpline (104) in the state,lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,·         rs 25 crore - for treatment of cancer patients under cm cancer relief fund,lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html," sir, a major infrastructure development programme for tourism is under implementation with adb support at a cost of rs 398 crore",lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html," the state government has started important initiatives like punjab police helpline (dial 181), saanjh kendras and rapid rural response system",lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,"under the dial 181 helpline, 86,937 complaints have been received since the time of its inception",lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,·         rs 3 crore- for grants-in-aid to punjab defence and security relief fund,lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,·         e-tendering has been implemented with online mode of payments in 41 departments/ organizations to bring transparency and cost savings in procurement,lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/19/15,https://www.tribuneindia.com/news/punjab/dhindsa-takes-safe-route-shies-away-from-imposing-fresh-taxes/55207.html,"  the plan allocation has been increased by rs 1,929 crore in social services; rs 758 crore in general economic services (construction of buildings, school and college infrastructure; untied funds of chief minister and deputy chief minister; development of kandi and border area, etc); rs 500 crore in agriculture; rs 330 crore in irrigation and flood control; and by rs 846 crore in the power sector",lives,0,2,1,2,5,punjab
3/3/15,https://www.tribuneindia.com/news/community/3-of-family-die-in-roof-collapse/48956.html,only three members could be rescued by the police and local residents,lives,11,2,8,0,21,"patiala, sas nagar"
10/27/19,https://www.tribuneindia.com/news/punjab/dengue-scare-in-ludhiana-10-year-old-girl-dies/852773.html,"besides, a four-year-old girl ananya of new durga colony had died on monday after she suffered from dengue shock syndrome as per the report of pgimer, chandigarh",lives,18,0,2,0,20,ludhiana
10/27/19,https://www.tribuneindia.com/news/punjab/dengue-scare-in-ludhiana-10-year-old-girl-dies/852773.html,"besides, my seven-year-old daughter is also suffering from dengue and is currently under treatment at esi hospital",lives,18,0,2,0,20,ludhiana
9/23/19,https://www.tribuneindia.com/news/punjab/direct-paddy-sowing-saves-62-lakh-litres-water/836624.html,"of which, irrigation with the help of 14 lakh tubewells is done on 29.54 lakh hectares while canal water is used to irrigate just 11.16 lakh hectares if baldev's claims are to be believed, punjab could save rs 770 crore on power by sowing paddy directly on 28 lakh hectares",lives,1,42,2,0,45,moga
9/9/19,https://www.tribuneindia.com/news/punjab/online-transfer-policy-for-non-teaching-staff-singla/829755.html,"sangrur, september 8  punjab pwd (b&r) and education minister vijay inder singla today attended the bhog of freedom fighter gurdial singh (97) at nankiana sahib gurdwara and assured all help to his family",lives,1,0,0,0,1,sangrur
9/1/19,https://www.tribuneindia.com/news/punjab/floods-take-toll-on-houses-villagers-staying-outdoors/825853.html,"mundi shehrian/mandala channa, august 31   as many as 3,000 houses and other buildings have been damaged in the district due to floods in the past fortnight",lives,10,9,60,0,79,punjab
9/1/19,https://www.tribuneindia.com/news/punjab/floods-take-toll-on-houses-villagers-staying-outdoors/825853.html," with about 10 villages (seven of them still inundated) severely affected by the floods, officials said it would take at least a month to assess the total damage",lives,10,9,60,0,79,punjab
9/1/19,https://www.tribuneindia.com/news/punjab/floods-take-toll-on-houses-villagers-staying-outdoors/825853.html,"  more than 50 buildings —many of them kutcha houses or huts — have been damaged in dhakka basti in gatta mundi kasu village, which is one of the completely washed out and cut-off areas",lives,10,9,60,0,79,punjab
9/1/19,https://www.tribuneindia.com/news/punjab/floods-take-toll-on-houses-villagers-staying-outdoors/825853.html,"  as per the administration, 50 villages (30 severely affected) in the district are inundated — all have an average of 200 to 250 houses, many of which have developed cracks",lives,10,9,60,0,79,punjab
9/1/19,https://www.tribuneindia.com/news/punjab/floods-take-toll-on-houses-villagers-staying-outdoors/825853.html,"  as per the norms, rs 95,100 shall be paid to fully damaged pucca/kutcha houses, for partial (15%) damage rs 5,200 for pucca and rs 3,200 for kutcha houses; and rs 4,100 shall be paid for damaged huts and rs 2,100 for cattle sheds",lives,10,9,60,0,79,punjab
9/1/19,https://www.tribuneindia.com/news/punjab/floods-take-toll-on-houses-villagers-staying-outdoors/825853.html,"    dc varinder kumar sharma said, “around 3,000 houses and other buildings have been damaged",lives,10,9,60,0,79,punjab
8/26/19,https://www.tribuneindia.com/news/punjab/inflow-from-pak-still-on-army-ndrf-on-alert/822775.html,"anirudh gupta ferozepur, august 25  over 17 villages, situated between the right bank of overflowing sutlej and indo-pakistan border, continue to remain at risk of getting flooded following a part of the embankment along tendiwala village got severely damaged due to the strong current of water coming from kasur (pakistan)",lives,16,10,27,1,54,ferozepur
8/26/19,https://www.tribuneindia.com/news/punjab/inflow-from-pak-still-on-army-ndrf-on-alert/822775.html,"at the request of the dc, hundreds of villagers, along with their tractor-trailers, have extended a helping hand to prevent around 50-ft-long portion of the ditch-cum-bundh from collapse",lives,16,10,27,1,54,ferozepur
8/26/19,https://www.tribuneindia.com/news/punjab/inflow-from-pak-still-on-army-ndrf-on-alert/822775.html," mehtab singh of tendiwala said if the bundh was washed away, several villages would be affected",lives,16,10,27,1,54,ferozepur
8/26/19,https://www.tribuneindia.com/news/punjab/inflow-from-pak-still-on-army-ndrf-on-alert/822775.html," muktiar, a villager helping army jawans in carrying out the rescue work, said his crop was damaged two years ago as well, but the compensation was still awaited",lives,16,10,27,1,54,ferozepur
8/26/19,https://www.tribuneindia.com/news/punjab/inflow-from-pak-still-on-army-ndrf-on-alert/822775.html,“already six villagers have died while crossing the river on a ‘bera’ that got damaged,lives,16,10,27,1,54,ferozepur
8/26/19,https://www.tribuneindia.com/news/punjab/inflow-from-pak-still-on-army-ndrf-on-alert/822775.html,villagers extend help for bundh repair  the sutlej bundh along tendiwala village damaged due to the strong current of water coming from pakistan,lives,16,10,27,1,54,ferozepur
8/23/19,https://www.tribuneindia.com/news/punjab/2-500-in-38-camps-enough-food-but-no-facilities/821304.html,"sardarwala/mundi chohlian, august 22 with over 38 camps in jalandhar and kapurthala districts sheltering nearly 2,500 persons, the camps which have one doctor on an average face lack of tarpaulins and mattresses with displaced people sleeping on floors — in classrooms or in open — at night",lives,19,3,15,0,37,"jalandhar, kapurthala"
8/23/19,https://www.tribuneindia.com/news/punjab/2-500-in-38-camps-enough-food-but-no-facilities/821304.html,nearly 500 persons displaced in lohian have been housed at the relief camp at lohian khas alone,lives,19,3,15,0,37,"jalandhar, kapurthala"
8/21/19,https://www.tribuneindia.com/news/punjab/one-month-on-muktsar-village-still-swamped/820165.html,"ush({ });  balraj singh, an elderly resident of the village, said: “in 2013, the village was badly affected during monsoon but floodwater was drained out in just 15 days",lives,5,2,20,0,27,sri muktsar sahib
8/20/19,https://www.tribuneindia.com/news/punjab/over-60-jalandhar-villages-inundated/819821.html,  crops in thousands of acres were submerged and at least 200 people were safely evacuated from jalandhar and kapurthala in relief operations launched by the administration and villagers,lives,21,29,37,0,87,"jalandhar, kapurthala"
8/20/19,https://www.tribuneindia.com/news/punjab/over-60-jalandhar-villages-inundated/819821.html,"while crops in 11,400 acres were destroyed in phillaur alone, the administration was assessing the damage in the remaining areas",lives,21,29,37,0,87,"jalandhar, kapurthala"
8/20/19,https://www.tribuneindia.com/news/punjab/over-60-jalandhar-villages-inundated/819821.html,"  with water flooding mao sahib bhaini and mianwal villages early this morning, the administration along with ndrf and sdrf teams started rescue operations and evacuated 70 persons in phillaur",lives,21,29,37,0,87,"jalandhar, kapurthala"
8/20/19,https://www.tribuneindia.com/news/punjab/over-60-jalandhar-villages-inundated/819821.html,"after the breaches in shahkot at 3 pm, the relief efforts were shifted there",lives,21,29,37,0,87,"jalandhar, kapurthala"
8/20/19,https://www.tribuneindia.com/news/punjab/over-60-jalandhar-villages-inundated/819821.html,until now seven persons have been evacuated from shahkot,lives,21,29,37,0,87,"jalandhar, kapurthala"
8/20/19,https://www.tribuneindia.com/news/punjab/over-60-jalandhar-villages-inundated/819821.html,we rescued at least 15 to 20 persons from deras (fields houses) before the administration stepped in,lives,21,29,37,0,87,"jalandhar, kapurthala"
8/19/19,https://www.tribuneindia.com/news/punjab/most-rivers-in-spate-evacuation-begins-in-35-ropar-villages/819440.html,"most rivers in spate, evacuation begins in 35 ropar villages",lives,12,3,33,0,48,punjab
8/19/19,https://www.tribuneindia.com/news/punjab/most-rivers-in-spate-evacuation-begins-in-35-ropar-villages/819440.html,"keeping in view the deteriorating situation, the district administration has ordered evacuation from 35 villages and other locations on the banks of the budhki and sarsa rivers",lives,12,3,33,0,48,punjab
8/12/19,https://www.tribuneindia.com/news/punjab/sutlej-in-spate-damages-crops-on-1-000-acres-in-moga/816574.html,"sutlej in spate, damages crops on 1,000 acres in moga",lives,4,17,21,0,42,moga
8/12/19,https://www.tribuneindia.com/news/punjab/sutlej-in-spate-damages-crops-on-1-000-acres-in-moga/816574.html,"“paddy, fodder and vegetables have been damaged on more than 1,000 acres in at least six villages,” he said",lives,4,17,21,0,42,moga
8/9/19,https://www.tribuneindia.com/news/punjab/3-weeks-on-fields-still-inundated-in-muktsar/814993.html,"  meanwhile, the district administration has informed the state government that crops on 24,975 acres have been damaged due to rain",lives,4,23,20,0,47,sri muktsar sahib
